Iteration,bra-left,bra-right,Element,Operator
50,3,3,0.293647879,4
50,3,3,0.29360523,5
50,3,3,0.806296157,6
50,3,3,0.403123421,7
50,3,3,0.018197105,8
50,3,3,0.133950367,9
50,3,3,-0.174325841,10
50,5,3,-2.1764e-05,0
50,5,3,0.00558784,1
50,5,3,0.002859149,2
50,5,3,0.002222643,3
50,5,3,0.002205588,4
50,5,3,0.002225341,5
50,5,3,-0.010160595,6
50,5,3,-0.005022844,7
50,5,3,-0.014734213,8
50,5,3,-0.13879677,9
50,5,3,-0.237950021,10
50,7,3,-4.23e-07,0
50,7,3,0.002871187,1
50,7,3,0.001621225,2
50,7,3,0.002098061,3
50,7,3,0.002118105,4
50,7,3,0.002091743,5
50,7,3,-0.007256017,6
50,7,3,-0.0035453,7
50,7,3,0.432376596,8
50,7,3,0.337241087,9
50,7,3,-0.026436435,10
50,9,3,4.677e-06,0
50,9,3,-0.037000943,1
50,9,3,-0.018569299,2
50,9,3,-0.009273109,3
50,9,3,-0.00929106,4
50,9,3,-0.009219561,5
50,9,3,0.055645152,6
50,9,3,0.027738558,7
50,9,3,-0.497302858,8
50,9,3,0.03944396,9
50,9,3,-1.524455313,10
50,11,3,1.9383e-05,0
50,11,3,0.009127301,1
50,11,3,0.004774673,2
50,11,3,0.000925695,3
50,11,3,0.000915136,4
50,11,3,0.001012879,5
50,11,3,-0.011105305,6
50,11,3,-0.005583036,7
50,11,3,-1.376024803,8
50,11,3,-0.008336719,9
50,11,3,0.657961988,10
50,13,3,1.1953e-05,0
50,13,3,0.002231336,1
50,13,3,0.00106796,2
50,13,3,0.000477796,3
50,13,3,0.00040723,4
50,13,3,0.000412173,5
50,13,3,-0.003281373,6
50,13,3,-0.001268845,7
50,13,3,0.069702167,8
50,13,3,0.124008501,9
50,13,3,0.036382353,10
50,15,3,-4.5181e-05,0
50,15,3,0.000585301,1
50,15,3,0.00031415,2
50,15,3,2.7663e-05,3
50,15,3,1.108e-05,4
50,15,3,1.8391e-05,5
50,15,3,-0.000775489,6
50,15,3,-0.000393155,7
50,15,3,0.030815635,8
50,15,3,0.003663364,9
50,15,3,0.008010977,10
50,1,5,-1.0776e-05,0
50,1,5,-9.646e-05,1
50,1,5,-0.000155323,2
50,1,5,-7.97e-05,3
50,1,5,-8.3584e-05,4
50,1,5,-0.000132858,5
50,1,5,0.000271196,6
50,1,5,0.000232118,7
50,1,5,0.001036298,8
50,1,5,0.00464137,9
50,1,5,0.020790309,10
50,3,5,-2.1764e-05,0
50,3,5,0.00558784,1
50,3,5,0.002859149,2
50,3,5,0.002222643,3
50,3,5,0.002205588,4
50,3,5,0.002225341,5
50,3,5,-0.010160595,6
50,3,5,-0.005022844,7
50,3,5,-0.014734213,8
50,3,5,-0.13879677,9
50,3,5,-0.237950021,10
50,5,5,1.0,0
50,5,5,0.778516609,1
50,5,5,0.38919883,2
50,5,5,0.298679871,3
50,5,5,0.298733927,4
50,5,5,0.298706967,5
50,5,5,0.788976839,6
50,5,5,0.394594355,7
50,5,5,-0.13982019,8
50,5,5,-0.135106785,9
50,5,5,0.05964785,10
50,7,5,3.2044e-05,0
50,7,5,0.000669326,1
50,7,5,7.7658e-05,2
50,7,5,0.000195138,3
50,7,5,0.000173841,4
50,7,5,0.000215165,5
50,7,5,-0.000658495,6
50,7,5,-0.000536997,7
50,7,5,-0.01663524,8
50,7,5,-0.005496808,9
50,7,5,-0.041292219,10
50,9,5,7.96e-06,0
50,9,5,-0.002414302,1
50,9,5,-0.000968559,2
50,9,5,0.001246031,3
50,9,5,0.001311226,4
50,9,5,0.001290942,5
50,9,5,-0.000300465,6
50,9,5,-0.000133435,7
50,9,5,-0.03007129,8
50,9,5,0.002070292,9
50,9,5,0.014757949,10
50,11,5,3.946e-06,0
50,11,5,0.000155675,1
50,11,5,0.000131072,2
50,11,5,-0.000429606,3
50,11,5,-0.000551175,4
50,11,5,-0.000391701,5
50,11,5,0.000643784,6
50,11,5,0.000416684,7
50,11,5,-0.154950827,8
50,11,5,-0.00595581,9
50,11,5,0.07823917,10
50,13,5,-0.000261389,0
50,13,5,-0.000681815,1
50,13,5,-0.000650351,2
50,13,5,-0.000367074,3
50,13,5,-0.000354407,4
50,13,5,-0.000422416,5
50,13,5,0.000958652,6
50,13,5,0.000483822,7
50,13,5,-0.074628736,8
50,13,5,-0.000940541,9
50,13,5,0.013368805,10
50,15,5,-4.875e-06,0
50,15,5,-0.000501386,1
50,15,5,-0.000203934,2
50,15,5,0.00011858,3
50,15,5,6.892e-05,4
50,15,5,8.1651e-05,5
50,15,5,0.000183444,6
50,15,5,0.000243028,7
50,15,5,-0.012048292,8
50,15,5,-0.000106471,9
50,15,5,0.001648768,10
50,1,7,0.000118339,0
50,1,7,-0.000374468,1
50,1,7,-0.00012188,2
50,1,7,-4.1528e-05,3
50,1,7,-0.000124456,4
50,1,7,-7.0283e-05,5
50,1,7,0.000759518,6
50,1,7,0.000350781,7
50,1,7,-0.039496614,8
50,1,7,-0.023142569,9
50,1,7,0.004479672,10
50,3,7,-4.23e-07,0
50,3,7,0.002871187,1
50,3,7,0.001621225,2
50,3,7,0.002098061,3
50,3,7,0.002118105,4
50,3,7,0.002091743,5
50,3,7,-0.007256017,6
50,3,7,-0.0035453,7
50,3,7,0.432376596,8
50,3,7,0.337241087,9
50,3,7,-0.026436435,10
50,5,7,3.2044e-05,0
50,5,7,0.000669326,1
50,5,7,7.7658e-05,2
50,5,7,0.000195138,3
50,5,7,0.000173841,4
50,5,7,0.000215165,5
50,5,7,-0.000658495,6
50,5,7,-0.000536997,7
50,5,7,-0.01663524,8
50,5,7,-0.005496808,9
50,5,7,-0.041292219,10
50,7,7,1.0,0
50,7,7,0.901441997,1
50,7,7,0.450865001,2
50,7,7,0.281872467,3
50,7,7,0.281714315,4
50,7,7,0.281879006,5
50,7,7,0.895128684,6
50,7,7,0.447393171,7
50,7,7,-0.136668889,8
50,7,7,-0.608552623,9
50,7,7,-0.102800006,10
50,9,7,5.326e-05,0
50,9,7,0.011452464,1
50,9,7,0.005193782,2
50,9,7,0.000448654,3
50,9,7,0.00052993,4
50,9,7,0.000569674,5
50,9,7,-0.011892602,6
50,9,7,-0.006135891,7
50,9,7,-0.002477162,8
50,9,7,0.016900349,9
50,9,7,0.29732153,10
50,11,7,9.021e-05,0
50,11,7,0.009352685,1
50,11,7,0.004630213,2
50,11,7,-0.002446793,3
50,11,7,-0.002319581,4
50,11,7,-0.002408722,5
50,11,7,-0.003978767,6
50,11,7,-0.002522193,7
50,11,7,-0.086983517,8
50,11,7,0.098310292,9
50,11,7,-0.017410336,10
50,13,7,7.124e-06,0
50,13,7,0.027218695,1
50,13,7,0.012687162,2
50,13,7,0.004361233,3
50,13,7,0.004403475,4
50,13,7,0.004297345,5
50,13,7,-0.034971286,6
50,13,7,-0.017942257,7
50,13,7,0.235300487,8
50,13,7,-0.112058532,9
50,13,7,0.237505867,10
50,15,7,-4.5678e-05,0
50,15,7,0.001008534,1
50,15,7,0.000753677,2
50,15,7,-4.1649e-05,3
50,15,7,-0.000168796,4
50,15,7,-9.6245e-05,5
50,15,7,-0.001313153,6
50,15,7,-0.000354106,7
50,15,7,0.011007901,8
50,15,7,-0.007397822,9
50,15,7,0.003213428,10
50,1,9,-0.000342602,0
50,1,9,0.003177339,1
50,1,9,0.001672011,2
50,1,9,0.000759343,3
50,1,9,0.00064156,4
50,1,9,0.000836244,5
50,1,9,-0.00565049,6
50,1,9,-0.002549483,7
50,1,9,0.046106726,8
50,1,9,-0.003134902,9
50,1,9,0.140173484,10
50,3,9,4.677e-06,0
50,3,9,-0.037000943,1
50,3,9,-0.018569299,2
50,3,9,-0.009273109,3
50,3,9,-0.00929106,4
50,3,9,-0.009219561,5
50,3,9,0.055645152,6
50,3,9,0.027738558,7
50,3,9,-0.497302858,8
50,3,9,0.03944396,9
50,3,9,-1.524455313,10
50,5,9,7.96e-06,0
50,5,9,-0.002414302,1
50,5,9,-0.000968559,2
50,5,9,0.001246031,3
50,5,9,0.001311226,4
50,5,9,0.001290942,5
50,5,9,-0.000300465,6
50,5,9,-0.000133435,7
50,5,9,-0.03007129,8
50,5,9,0.002070292,9
50,5,9,0.014757949,10
50,7,9,5.326e-05,0
50,7,9,0.011452464,1
50,7,9,0.005193782,2
50,7,9,0.000448654,3
50,7,9,0.00052993,4
50,7,9,0.000569674,5
50,7,9,-0.011892602,6
50,7,9,-0.006135891,7
50,7,9,-0.002477162,8
50,7,9,0.016900349,9
50,7,9,0.29732153,10
50,9,9,1.0,0
50,9,9,0.938837574,1
50,9,9,0.469595681,2
50,9,9,0.298017737,3
50,9,9,0.297907773,4
50,9,9,0.298004533,5
50,9,9,0.882259236,6
50,9,9,0.441080079,7
50,9,9,-0.342932523,8
50,9,9,-0.051160902,9
50,9,9,-0.850550371,10
50,11,9,-7.6597e-05,0
50,11,9,0.00146079,1
50,11,9,0.00081143,2
50,11,9,-0.000672818,3
50,11,9,-0.000574342,4
50,11,9,-0.000592902,5
50,11,9,-0.000446941,6
50,11,9,-0.000211456,7
50,11,9,0.338539016,8
50,11,9,0.046334665,9
50,11,9,-0.006766076,10
50,13,9,-5.4782e-05,0
50,13,9,0.001453216,1
50,13,9,0.000845813,2
50,13,9,5.6567e-05,3
50,13,9,0.00016885,4
50,13,9,5.353e-05,5
50,13,9,-0.0019814,6
50,13,9,-0.000819089,7
50,13,9,-0.313810339,8
50,13,9,-0.183587111,9
50,13,9,-0.073108898,10
50,15,9,-7.7858e-05,0
50,15,9,0.001687618,1
50,15,9,0.000708098,2
50,15,9,-0.000558156,3
50,15,9,-0.000453407,4
50,15,9,-0.000694291,5
50,15,9,-0.000564798,6
50,15,9,-0.000430578,7
50,15,9,0.014706491,8
50,15,9,-0.011985629,9
50,15,9,0.003569992,10
50,1,11,6.8177e-05,0
50,1,11,0.000948351,1
50,1,11,0.000555344,2
50,1,11,0.000265977,3
50,1,11,0.000271286,4
50,1,11,0.000282498,5
50,1,11,-0.001150858,6
50,1,11,-0.000966052,7
50,1,11,0.123926327,8
50,1,11,0.000820042,9
50,1,11,0.05637179,10
50,3,11,1.9383e-05,0
50,3,11,0.009127301,1
50,3,11,0.004774673,2
50,3,11,0.000925695,3
50,3,11,0.000915136,4
50,3,11,0.001012879,5
50,3,11,-0.011105305,6
50,3,11,-0.005583036,7
50,3,11,-1.376024803,8
50,3,11,-0.008336719,9
50,3,11,0.657961988,10
50,5,11,3.946e-06,0
50,5,11,0.000155675,1
50,5,11,0.000131072,2
50,5,11,-0.000429606,3
50,5,11,-0.000551175,4
50,5,11,-0.000391701,5
50,5,11,0.000643784,6
50,5,11,0.000416684,7
50,5,11,-0.154950827,8
50,5,11,-0.00595581,9
50,5,11,0.07823917,10
50,7,11,9.021e-05,0
50,7,11,0.009352685,1
50,7,11,0.004630213,2
50,7,11,-0.002446793,3
50,7,11,-0.002319581,4
50,7,11,-0.002408722,5
50,7,11,-0.003978767,6
50,7,11,-0.002522193,7
50,7,11,-0.086983517,8
50,7,11,0.098310292,9
50,7,11,-0.017410336,10
50,9,11,-7.6597e-05,0
50,9,11,0.00146079,1
50,9,11,0.00081143,2
50,9,11,-0.000672818,3
50,9,11,-0.000574342,4
50,9,11,-0.000592902,5
50,9,11,-0.000446941,6
50,9,11,-0.000211456,7
50,9,11,0.338539016,8
50,9,11,0.046334665,9
50,9,11,-0.006766076,10
50,11,11,1.0,0
50,11,11,0.979898012,1
50,11,11,0.489779524,2
50,11,11,0.304410212,3
50,11,11,0.304798302,4
50,11,11,0.304505509,5
50,11,11,0.854326307,6
50,11,11,0.427181297,7
50,11,11,0.103475654,8
50,11,11,0.039650807,9
50,11,11,-0.641738603,10
50,13,11,-0.000141165,0
50,13,11,0.007409046,1
50,13,11,0.003675008,2
50,13,11,0.0026658,3
50,13,11,0.002500396,4
50,13,11,0.002621386,5
50,13,11,-0.013261501,6
50,13,11,-0.006233379,7
50,13,11,0.161224951,8
50,13,11,-0.514036753,9
50,13,11,-0.254681935,10
50,15,11,-1.8841e-05,0
50,15,11,0.002895227,1
50,15,11,0.00139268,2
50,15,11,-0.001200522,3
50,15,11,-0.001344032,4
50,15,11,-0.001210442,5
50,15,11,-0.000672982,6
50,15,11,4.9284e-05,7
50,15,11,0.011274845,8
50,15,11,-0.024541143,9
50,15,11,-0.008472773,10
50,1,13,-1.5137e-05,0
50,1,13,0.001221271,1
50,1,13,-0.001138363,2
50,1,13,0.00043289,3
50,1,13,8.0244e-05,4
50,1,13,0.000238287,5
50,1,13,-0.001682754,6
50,1,13,0.000842221,7
50,1,13,0.006548886,8
50,1,13,-0.008423909,9
50,1,13,-0.001730096,10
50,3,13,1.1953e-05,0
50,3,13,0.002231336,1
50,3,13,0.00106796,2
50,3,13,0.000477796,3
50,3,13,0.00040723,4
50,3,13,0.000412173,5
50,3,13,-0.003281373,6
50,3,13,-0.001268845,7
50,3,13,0.069702167,8
50,3,13,0.124008501,9
50,3,13,0.036382353,10
50,5,13,-0.000261389,0
50,5,13,-0.000681815,1
50,5,13,-0.000650351,2
50,5,13,-0.000367074,3
50,5,13,-0.000354407,4
50,5,13,-0.000422416,5
50,5,13,0.000958652,6
50,5,13,0.000483822,7
50,5,13,-0.074628736,8
50,5,13,-0.000940541,9
50,5,13,0.013368805,10
50,7,13,7.124e-06,0
50,7,13,0.027218695,1
50,7,13,0.012687162,2
50,7,13,0.004361233,3
50,7,13,0.004403475,4
50,7,13,0.004297345,5
50,7,13,-0.034971286,6
50,7,13,-0.017942257,7
50,7,13,0.235300487,8
50,7,13,-0.112058532,9
50,7,13,0.237505867,10
50,9,13,-5.4782e-05,0
50,9,13,0.001453216,1
50,9,13,0.000845813,2
50,9,13,5.6567e-05,3
50,9,13,0.00016885,4
50,9,13,5.353e-05,5
50,9,13,-0.0019814,6
50,9,13,-0.000819089,7
50,9,13,-0.313810339,8
50,9,13,-0.183587111,9
50,9,13,-0.073108898,10
50,11,13,-0.000141165,0
50,11,13,0.007409046,1
50,11,13,0.003675008,2
50,11,13,0.0026658,3
50,11,13,0.002500396,4
50,11,13,0.002621386,5
50,11,13,-0.013261501,6
50,11,13,-0.006233379,7
50,11,13,0.161224951,8
50,11,13,-0.514036753,9
50,11,13,-0.254681935,10
50,13,13,1.0,0
50,13,13,1.084959858,1
50,13,13,0.542206708,2
50,13,13,0.283971195,3
50,13,13,0.284312093,4
50,13,13,0.283880713,5
50,13,13,0.952820341,6
50,13,13,0.476129998,7
50,13,13,0.519057748,8
50,13,13,0.341817759,9
50,13,13,0.019196361,10
50,15,13,0.000110192,0
50,15,13,-0.001132406,1
50,15,13,-6.4049e-05,2
50,15,13,-0.000470952,3
50,15,13,-0.000155863,4
50,15,13,-0.000270677,5
50,15,13,0.001926804,6
50,15,13,0.000620684,7
50,15,13,-0.023020244,8
50,15,13,0.0377734,9
50,15,13,0.001723362,10
50,1,15,-1.386e-05,0
50,1,15,-5.7693e-05,1
50,1,15,-3.8011e-05,2
50,1,15,-1.8664e-05,3
50,1,15,-1.3857e-05,4
50,1,15,-8.182e-06,5
50,1,15,3.1005e-05,6
50,1,15,3.9477e-05,7
50,1,15,-0.002037677,8
50,1,15,-0.000264005,9
50,1,15,-0.000534271,10
50,3,15,-4.5181e-05,0
50,3,15,0.000585301,1
50,3,15,0.00031415,2
50,3,15,2.7663e-05,3
50,3,15,1.108e-05,4
50,3,15,1.8391e-05,5
50,3,15,-0.000775489,6
50,3,15,-0.000393155,7
50,3,15,0.030815635,8
50,3,15,0.003663364,9
50,3,15,0.008010977,10
50,5,15,-4.875e-06,0
50,5,15,-0.000501386,1
50,5,15,-0.000203934,2
50,5,15,0.00011858,3
50,5,15,6.892e-05,4
50,5,15,8.1651e-05,5
50,5,15,0.000183444,6
50,5,15,0.000243028,7
50,5,15,-0.012048292,8
50,5,15,-0.000106471,9
50,5,15,0.001648768,10
50,7,15,-4.5678e-05,0
50,7,15,0.001008534,1
50,7,15,0.000753677,2
50,7,15,-4.1649e-05,3
50,7,15,-0.000168796,4
50,7,15,-9.6245e-05,5
50,7,15,-0.001313153,6
50,7,15,-0.000354106,7
50,7,15,0.011007901,8
50,7,15,-0.007397822,9
50,7,15,0.003213428,10
50,9,15,-7.7858e-05,0
50,9,15,0.001687618,1
50,9,15,0.000708098,2
50,9,15,-0.000558156,3
50,9,15,-0.000453407,4
50,9,15,-0.000694291,5
50,9,15,-0.000564798,6
50,9,15,-0.000430578,7
50,9,15,0.014706491,8
50,9,15,-0.011985629,9
50,9,15,0.003569992,10
50,11,15,-1.8841e-05,0
50,11,15,0.002895227,1
50,11,15,0.00139268,2
50,11,15,-0.001200522,3
50,11,15,-0.001344032,4
50,11,15,-0.001210442,5
50,11,15,-0.000672982,6
50,11,15,4.9284e-05,7
50,11,15,0.011274845,8
50,11,15,-0.024541143,9
50,11,15,-0.008472773,10
50,13,15,0.000110192,0
50,13,15,-0.001132406,1
50,13,15,-6.4049e-05,2
50,13,15,-0.000470952,3
50,13,15,-0.000155863,4
50,13,15,-0.000270677,5
50,13,15,0.001926804,6
50,13,15,0.000620684,7
50,13,15,-0.023020244,8
50,13,15,0.0377734,9
50,13,15,0.001723362,10
50,15,15,1.0,0
50,15,15,1.115158405,1
50,15,15,0.557154299,2
50,15,15,0.301743987,3
50,15,15,0.301440835,4
50,15,15,0.30163125,5
50,15,15,0.908739832,6
50,15,15,0.454935417,7
50,15,15,1.06213152,8
50,15,15,-0.355210306,9
50,15,15,0.108790497,10
