Iteration,bra-left,bra-right,Element,Operator
57,1,5,0.03633791,2
57,1,5,0.032152811,3
57,1,5,-0.013122842,4
57,1,5,-0.022188062,5
57,1,5,-0.041813692,6
57,1,5,0.048041638,7
57,1,5,0.067688905,8
57,1,5,0.062732552,9
57,1,5,-0.068681626,10
57,3,5,2.037e-06,0
57,3,5,-0.009435031,1
57,3,5,0.003798449,2
57,3,5,0.003522175,3
57,3,5,-0.010365341,4
57,3,5,0.00153514,5
57,3,5,0.001075193,6
57,3,5,0.009887571,7
57,3,5,-0.025237227,8
57,3,5,0.021460933,9
57,3,5,0.099467935,10
57,5,5,1.0,0
57,5,5,0.546607734,1
57,5,5,0.281705429,2
57,5,5,0.318657908,3
57,5,5,0.325195307,4
57,5,5,0.299502065,5
57,5,5,0.81236179,6
57,5,5,0.416774831,7
57,5,5,-0.060216874,8
57,5,5,0.049475939,9
57,5,5,-0.206476413,10
57,7,5,-6.733e-06,0
57,7,5,0.00080623,1
57,7,5,-0.004167095,2
57,7,5,-0.002434712,3
57,7,5,-0.014357719,4
57,7,5,0.018232392,5
57,7,5,0.000682038,6
57,7,5,0.001229566,7
57,7,5,0.057714717,8
57,7,5,0.172817295,9
57,7,5,-0.078053043,10
57,9,5,-1.277e-05,0
57,9,5,0.002521137,1
57,9,5,-0.004836814,2
57,9,5,-0.000128812,3
57,9,5,0.003734945,4
57,9,5,-0.000360311,5
57,9,5,-0.005707891,6
57,9,5,0.004745103,7
57,9,5,-0.090343543,8
57,9,5,-0.037044104,9
57,9,5,-0.040285828,10
57,11,5,-1.622e-06,0
57,11,5,-0.008466338,1
57,11,5,0.004939438,2
57,11,5,0.00292747,3
57,11,5,-0.009612179,4
57,11,5,0.003286237,5
57,11,5,0.00294672,6
57,11,5,0.003967644,7
57,11,5,0.145934663,8
57,11,5,-0.047219929,9
57,11,5,0.001478341,10
57,13,5,3.889e-06,0
57,13,5,0.000222568,1
57,13,5,-0.002905876,2
57,13,5,-0.003964246,3
57,13,5,0.003185527,4
57,13,5,-0.001633572,5
57,13,5,0.009512472,6
57,13,5,-0.004404495,7
57,13,5,-0.100341429,8
57,13,5,0.013722378,9
57,13,5,-0.114847762,10
57,15,5,-3.114e-06,0
57,15,5,-0.016876354,1
57,15,5,0.005576243,2
57,15,5,0.007515112,3
57,15,5,0.001285995,4
57,15,5,-0.022445694,5
57,15,5,0.004423238,6
57,15,5,0.020501867,7
57,15,5,-0.165660081,8
57,15,5,-0.585453443,9
57,15,5,-0.041704104,10
57,17,5,-4.023e-06,0
57,17,5,0.021053832,1
57,17,5,-0.017408809,2
57,17,5,0.004234083,3
57,17,5,0.026195594,4
57,17,5,-0.006297548,5
57,17,5,-0.019751038,6
57,17,5,-0.008016027,7
57,17,5,-0.330567319,8
57,17,5,0.189603697,9
57,17,5,-0.258495155,10
57,19,5,1.5801e-05,0
57,19,5,-0.001062858,1
57,19,5,0.001051472,2
57,19,5,0.000199025,3
57,19,5,-0.005763748,4
57,19,5,0.0017978,5
57,19,5,0.001938556,6
57,19,5,0.001879828,7
57,19,5,0.329693946,8
57,19,5,0.020379815,9
57,19,5,0.060436867,10
57,21,5,-2.0477e-05,0
57,21,5,-0.004839531,1
57,21,5,-0.001192573,2
57,21,5,-0.013100477,3
57,21,5,-0.008399256,4
57,21,5,0.005891121,5
57,21,5,0.019240607,6
57,21,5,0.002297799,7
57,21,5,-0.375734383,8
57,21,5,0.01339888,9
57,21,5,-0.043041365,10
57,23,5,-1.6601e-05,0
57,23,5,0.010766831,1
57,23,5,0.001596196,2
57,23,5,0.006289322,3
57,23,5,0.004033387,4
57,23,5,-0.000333934,5
57,23,5,-0.024963822,6
57,23,5,0.002509158,7
57,23,5,0.391551852,8
57,23,5,0.359578691,9
57,23,5,0.024928851,10
57,25,5,-1.9786e-05,0
57,25,5,-0.006206988,1
57,25,5,0.003031153,2
57,25,5,-0.003153825,3
57,25,5,-0.008032274,4
57,25,5,0.004878508,5
57,25,5,0.01268407,6
57,25,5,-0.003289376,7
57,25,5,-0.296362172,8
57,25,5,0.234451828,9
57,25,5,-0.161520367,10
57,27,5,1.379e-05,0
57,27,5,-0.005009305,1
57,27,5,0.005439599,2
57,27,5,-0.00988579,3
57,27,5,-0.012796469,4
57,27,5,0.005101223,5
57,27,5,0.025964395,6
57,27,5,-0.008779073,7
57,27,5,0.261345107,8
57,27,5,-0.186954184,9
57,27,5,0.034460994,10
57,29,5,4.115e-06,0
57,29,5,0.011973048,1
57,29,5,-0.000810017,2
57,29,5,0.006210444,3
57,29,5,0.007782096,4
57,29,5,-0.001145005,5
57,29,5,-0.02325762,6
57,29,5,-0.000755748,7
57,29,5,0.181970994,8
57,29,5,-0.084553752,9
57,29,5,0.100373515,10
57,31,5,-3.7962e-05,0
57,31,5,-0.013972662,1
57,31,5,0.030933084,2
57,31,5,-0.008868319,3
57,31,5,0.015796538,4
57,31,5,0.009399752,5
57,31,5,0.027342947,6
57,31,5,-0.060700974,7
57,31,5,0.086243506,8
57,31,5,0.034914667,9
57,31,5,0.18864639,10
57,33,5,1.374e-06,0
57,33,5,-0.003532178,1
57,33,5,0.011170657,2
57,33,5,-0.00103301,3
57,33,5,0.003584647,4
57,33,5,-0.00765546,5
57,33,5,0.009240274,6
57,33,5,-0.01178296,7
57,33,5,-0.008792887,8
57,33,5,0.021370433,9
57,33,5,-0.06374563,10
57,35,5,-1.8883e-05,0
57,35,5,-0.001578954,1
57,35,5,-0.024080211,2
57,35,5,-0.00566863,3
57,35,5,-0.014180146,4
57,35,5,-0.001082581,5
57,35,5,0.021127113,6
57,35,5,0.025369227,7
57,35,5,0.088129366,8
57,35,5,-0.427281915,9
57,35,5,-0.305166304,10
57,37,5,4.0563e-05,0
57,37,5,0.023297991,1
57,37,5,0.019571542,2
57,37,5,0.017774095,3
57,37,5,0.013559466,4
57,37,5,0.013344156,5
57,37,5,-0.054351239,6
57,37,5,-0.032989156,7
57,37,5,-0.100771992,8
57,37,5,-0.082731601,9
57,37,5,-0.200901238,10
57,1,7,1.0047e-05,0
57,1,7,-0.013553724,1
57,1,7,0.007435525,2
57,1,7,0.00844352,3
57,1,7,-0.006832816,4
57,1,7,-0.01464489,5
57,1,7,-0.005832025,6
57,1,7,0.025012787,7
57,1,7,0.036368136,8
57,1,7,0.041901746,9
57,1,7,-0.105033104,10
57,3,7,3.38e-06,0
57,3,7,0.010692369,1
57,3,7,-0.006868613,2
57,3,7,-0.009331232,3
57,3,7,0.006777248,4
57,3,7,0.007866001,5
57,3,7,0.009600733,6
57,3,7,-0.018740796,7
57,3,7,-0.043493132,8
57,3,7,0.068397044,9
57,3,7,-0.018720045,10
57,5,7,-6.733e-06,0
57,5,7,0.00080623,1
57,5,7,-0.004167095,2
57,5,7,-0.002434712,3
57,5,7,-0.014357719,4
57,5,7,0.018232392,5
57,5,7,0.000682038,6
57,5,7,0.001229566,7
57,5,7,0.057714717,8
57,5,7,0.172817295,9
57,5,7,-0.078053043,10
57,7,7,1.0,0
57,7,7,0.661798847,1
57,7,7,0.337348418,2
57,7,7,0.306733009,3
57,7,7,0.291765092,4
57,7,7,0.302661094,5
57,7,7,0.877582782,6
57,7,7,0.44062506,7
57,7,7,-0.041327183,8
57,7,7,-0.051452587,9
57,7,7,-0.068500608,10
57,9,7,-1.067e-05,0
57,9,7,-0.004267302,1
57,9,7,0.010579262,2
57,9,7,0.000655495,3
57,9,7,-0.001032549,4
57,9,7,0.001882629,5
57,9,7,-0.017249666,6
57,9,7,0.009386549,7
57,9,7,0.001266264,8
57,9,7,0.029646835,9
57,9,7,-0.030481117,10
57,11,7,1.6746e-05,0
57,11,7,-0.007010734,1
57,11,7,-0.000336826,2
57,11,7,0.002646138,3
57,11,7,-0.001566464,4
57,11,7,0.000514106,5
57,11,7,0.002534313,6
57,11,7,0.003271106,7
57,11,7,0.039486513,8
57,11,7,-0.053704268,9
57,11,7,0.035358875,10
57,13,7,-5.751e-06,0
57,13,7,-0.004372056,1
57,13,7,0.002632066,2
57,13,7,-0.000914082,3
57,13,7,-0.004384386,4
57,13,7,-0.00123159,5
57,13,7,-0.002482029,6
57,13,7,0.010724755,7
57,13,7,0.094281079,8
57,13,7,0.041669562,9
57,13,7,0.01256448,10
57,15,7,4.2336e-05,0
57,15,7,0.017186043,1
57,15,7,0.007029615,2
57,15,7,-0.009826256,3
57,15,7,-0.001640604,4
57,15,7,-0.005286408,5
57,15,7,0.002460232,6
57,15,7,-0.009845275,7
57,15,7,0.046219132,8
57,15,7,0.196986352,9
57,15,7,-0.117787357,10
57,17,7,2.3163e-05,0
57,17,7,-0.012641868,1
57,17,7,0.015489808,2
57,17,7,-0.004204926,3
57,17,7,-0.004250238,4
57,17,7,-0.000129293,5
57,17,7,-0.007924493,6
57,17,7,0.013711039,7
57,17,7,-0.091165542,8
57,17,7,0.111354379,9
57,17,7,0.024074997,10
57,19,7,-8.4e-06,0
57,19,7,0.004127551,1
57,19,7,-0.004722295,2
57,19,7,0.000486835,3
57,19,7,0.000276432,4
57,19,7,0.001930015,5
57,19,7,0.00236843,6
57,19,7,-0.004471675,7
57,19,7,0.242171189,8
57,19,7,-0.070034446,9
57,19,7,0.01346103,10
57,21,7,-2.0463e-05,0
57,21,7,-0.027148096,1
57,21,7,0.020231006,2
57,21,7,0.001844121,3
57,21,7,-0.002360242,4
57,21,7,0.002553992,5
57,21,7,-0.027373154,6
57,21,7,0.03214762,7
57,21,7,0.055074612,8
57,21,7,0.096353682,9
57,21,7,-0.024079789,10
57,23,7,3.6951e-05,0
57,23,7,-0.004662891,1
57,23,7,-0.002793918,2
57,23,7,-0.014449103,3
57,23,7,0.005893364,4
57,23,7,0.000667469,5
57,23,7,0.021983794,6
57,23,7,-0.006502389,7
57,23,7,0.029364492,8
57,23,7,0.02652375,9
57,23,7,-0.290324994,10
57,25,7,1.2661e-05,0
57,25,7,0.004003989,1
57,25,7,-0.009972256,2
57,25,7,-0.00179333,3
57,25,7,0.00529684,4
57,25,7,0.000743298,5
57,25,7,-0.004738223,6
57,25,7,0.006579358,7
57,25,7,-0.14643964,8
57,25,7,-0.033184444,9
57,25,7,0.230234921,10
57,27,7,1.6887e-05,0
57,27,7,0.003866486,1
57,27,7,0.001520216,2
57,27,7,-0.001700352,3
57,27,7,0.001867467,4
57,27,7,0.00993578,5
57,27,7,-0.005824106,6
57,27,7,-0.009597151,7
57,27,7,0.231445195,8
57,27,7,0.090539893,9
57,27,7,0.066718163,10
57,29,7,-5.42e-06,0
57,29,7,-0.001497225,1
57,29,7,-0.007781382,2
57,29,7,-0.010931989,3
57,29,7,0.002025403,4
57,29,7,-0.006041236,5
57,29,7,0.047672992,6
57,29,7,-0.023518388,7
57,29,7,-0.290057571,8
57,29,7,0.004955178,9
57,29,7,-0.506050162,10
57,31,7,2.4064e-05,0
57,31,7,0.002184196,1
57,31,7,0.015321633,2
57,31,7,0.000437644,3
57,31,7,0.00245769,4
57,31,7,0.003823887,5
57,31,7,-0.003234512,6
57,31,7,-0.020920515,7
57,31,7,-0.190978773,8
57,31,7,0.034623447,9
57,31,7,0.241832345,10
57,33,7,-1.124e-05,0
57,33,7,0.003593292,1
57,33,7,-0.00689863,2
57,33,7,0.00296634,3
57,33,7,-0.000586488,4
57,33,7,-0.00295789,5
57,33,7,0.004449415,6
57,33,7,-0.000605507,7
57,33,7,0.137140957,8
57,33,7,-0.035040132,9
57,33,7,-0.102198109,10
57,35,7,-1.2308e-05,0
57,35,7,0.009014503,1
57,35,7,0.004797989,2
57,35,7,0.01248017,3
57,35,7,0.003529315,4
57,35,7,0.003675031,5
57,35,7,-0.030962887,6
57,35,7,-0.002501455,7
57,35,7,0.191251724,8
57,35,7,0.053906631,9
57,35,7,-0.046653007,10
57,37,7,-2.6855e-05,0
57,37,7,-0.01913042,1
57,37,7,0.003484231,2
57,37,7,-0.004126279,3
57,37,7,-0.00475149,4
57,37,7,0.00169522,5
57,37,7,0.029132865,6
57,37,7,-0.006408818,7
57,37,7,-0.070911057,8
57,37,7,-0.166085327,9
57,37,7,-0.321780498,10
57,1,9,-1.1423e-05,0
57,1,9,0.002682056,1
57,1,9,-0.006574722,2
57,1,9,0.001765793,3
57,1,9,0.001450281,4
57,1,9,-0.001454958,5
57,1,9,-0.005875579,6
57,1,9,0.007969814,7
57,1,9,0.038224756,8
57,1,9,-0.014019047,9
57,1,9,0.095081487,10
57,3,9,-3.594e-06,0
57,3,9,-0.005121193,1
57,3,9,0.002670806,2
57,3,9,-0.000189068,3
57,3,9,-0.003821203,4
57,3,9,-0.000157519,5
57,3,9,0.003416141,6
57,3,9,0.00318793,7
57,3,9,-0.027667431,8
57,3,9,0.02893198,9
57,3,9,-0.035068234,10
57,5,9,-1.277e-05,0
57,5,9,0.002521137,1
57,5,9,-0.004836814,2
57,5,9,-0.000128812,3
57,5,9,0.003734945,4
57,5,9,-0.000360311,5
57,5,9,-0.005707891,6
57,5,9,0.004745103,7
57,5,9,-0.090343543,8
57,5,9,-0.037044104,9
57,5,9,-0.040285828,10
57,7,9,-1.067e-05,0
57,7,9,-0.004267302,1
57,7,9,0.010579262,2
57,7,9,0.000655495,3
57,7,9,-0.001032549,4
57,7,9,0.001882629,5
57,7,9,-0.017249666,6
57,7,9,0.009386549,7
57,7,9,0.001266264,8
57,7,9,0.029646835,9
57,7,9,-0.030481117,10
57,9,9,1.0,0
57,9,9,0.692428329,1
57,9,9,0.342807172,2
57,9,9,0.299751345,3
57,9,9,0.294389417,4
57,9,9,0.294594346,5
57,9,9,0.890802062,6
57,9,9,0.427580522,7
57,9,9,0.11279394,8
57,9,9,0.048439299,9
57,9,9,-0.255607801,10
57,11,9,1.0189e-05,0
57,11,9,0.004764263,1
57,11,9,0.000185975,2
57,11,9,-0.003770963,3
57,11,9,-0.000753915,4
57,11,9,0.001123284,5
57,11,9,-0.00505671,6
57,11,9,0.003502102,7
57,11,9,-0.053503294,8
57,11,9,-0.032417854,9
57,11,9,0.003334558,10
57,13,9,-1.21e-05,0
57,13,9,0.006793269,1
57,13,9,-0.0066549,2
57,13,9,-0.001330383,3
57,13,9,0.002656079,4
57,13,9,0.004225767,5
57,13,9,-0.003934343,6
57,13,9,-0.001775547,7
57,13,9,-0.091387815,8
57,13,9,0.000336784,9
57,13,9,0.096192528,10
57,15,9,7.0565e-05,0
57,15,9,0.001511207,1
57,15,9,-0.004564913,2
57,15,9,-0.003114546,3
57,15,9,0.00139501,4
57,15,9,-0.004677694,5
57,15,9,0.016905353,6
57,15,9,-0.00716911,7
57,15,9,-0.163655079,8
57,15,9,-0.003689441,9
57,15,9,0.122109183,10
57,17,9,-2.4106e-05,0
57,17,9,-0.00721957,1
57,17,9,-0.002501829,2
57,17,9,-0.000476567,3
57,17,9,0.004496747,4
57,17,9,0.000700384,5
57,17,9,-0.005445981,6
57,17,9,0.010384134,7
57,17,9,0.090804747,8
57,17,9,-0.011056686,9
57,17,9,-0.002565251,10
57,19,9,1.0854e-05,0
57,19,9,-0.005912423,1
57,19,9,0.006787388,2
57,19,9,-0.000848641,3
57,19,9,-0.000537686,4
57,19,9,-0.001168264,5
57,19,9,-0.002929077,6
57,19,9,0.004639892,7
57,19,9,-0.100652486,8
57,19,9,0.017666454,9
57,19,9,-0.027787268,10
57,21,9,-1.0747e-05,0
57,21,9,-5.9579e-05,1
57,21,9,0.00539566,2
57,21,9,2.1755e-05,3
57,21,9,0.001560989,4
57,21,9,-0.001124125,5
57,21,9,-0.008521414,6
57,21,9,0.002659995,7
